sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,4.315278775958799,1.209995061698061,0,0,0,0,0,0,8.562799963146288,123,3
1,5.095044680247963,1.2225824835432662,3,3,0,0,0,2,8.41707867454193,119,3
2,4.791944651210674,1.2027868579569077,5,1,4,0,0,1,8.004035155168665,123,3
3,3.028949038041548,0.670312502198647,0,0,0,0,0,0,7.986518296432956,130,2
4,2.1607236292090066,0.5704140665011799,0,0,0,0,0,0,7.769671223477512,120,2
5,4.814453348698558,1.3129058144069217,0,0,0,0,0,0,9.63136737401399,115,3
6,2.346526313368323,0.5947778233008298,0,0,0,0,0,0,7.9605092078083395,115,2
7,4.791944651210674,1.2027868579569077,5,1,4,0,0,1,8.004035155168665,123,3
8,0.860265604247048,0.30420386335118405,4,4,0,0,0,4,8.865068829335774,123,2
9,6.116645780230794,1.6352476187700034,6,2,4,0,0,1,8.718027032680338,123,3
10,10.62403761681112,1.7161650082071913,6,2,4,0,0,1,8.180464037827903,139,4
11,5.779146359527248,1.603873474502508,6,2,4,0,0,2,8.63113390748146,123,3
12,5.6477566645373,1.5233247129264103,5,1,4,0,0,1,8.74922997716248,123,3
13,6.116645780230794,1.6352476187700034,6,2,4,0,0,1,8.718027032680338,123,3
14,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
15,5.6477566645373,1.5233247129264103,5,1,4,0,0,1,8.74922997716248,123,3
16,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
17,7.622141730737264,2.013186037053484,6,2,4,0,0,1,8.930245508977311,123,3
18,6.116645780230794,1.6352476187700034,6,2,4,0,0,1,8.718027032680338,123,3
19,0,0,0,0,0,0,0,0,8.343478918104415,120,1
20,5.576850560922522,1.1971314703603415,0,0,0,0,0,0,9.347057617590329,117,3
21,5.133651083787377,1.5400554364632784,13,5,8,0,0,0,8.780903300416929,118,3
22,5.133651083787377,1.5400554364632784,13,5,8,0,0,0,8.780903300416929,118,3
23,5.280897277314701,1.5741339485120933,13,5,8,0,0,0,8.769094850208024,118,3
24,6.725166806480031,2.172036950357063,13,5,8,0,0,0,9.465081494957083,118,3
25,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
26,6.116645780230794,1.6352476187700034,6,2,4,0,0,1,8.718027032680338,123,3
27,5.133651083787377,1.5400554364632784,13,5,8,0,0,0,8.780903300416929,118,3
28,5.496593828837243,1.9136411093183576,13,5,8,0,0,0,8.292599609742844,118,4
29,6.379780672349473,1.560348928288928,0,0,0,0,0,4,10.401477547302552,120,3
30,3.409130971668977,0.8464891775189443,0,0,0,0,0,0,12.354478131506662,70,2
31,8.189905357196826,2.747754578556258,0,0,0,1,0,5,11.3736360756305,112,3
32,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
33,2.5055772490684327,0.7284962029433111,0,0,0,0,0,0,8.923057435198498,112,2
34,5.554630020598282,1.7270053835237866,13,5,8,0,0,0,9.017745858397923,118,3
35,3.3743928077499064,0.7993328422326265,0,0,0,0,0,0,8.695876046788458,115,2
36,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
37,5.79520399166416,1.6239181952623325,13,5,8,0,0,0,8.747869756673389,118,3
38,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
39,4.884531519895221,1.4589407099923188,13,5,8,0,0,0,8.81137867907306,118,3
40,5.118957472322092,1.5438597566861327,11,3,8,0,0,0,8.762111460596032,118,3
41,5.133651083787377,1.5400554364632784,13,5,8,0,0,0,8.780903300416929,118,3
42,4.885653923049507,1.4596520691584287,13,5,8,0,0,0,8.811377773943157,118,3
43,1.7570145474375698,0.49220421651345475,0,0,0,0,0,0,11.073248314195737,115,2
44,8.127219805834313,1.5730254646136879,13,5,8,0,0,0,8.63643719811778,145,4
45,6.048318743336326,2.5951446028344938,2,2,0,2,0,10,8.52230583189723,70,3
46,5.544696436163285,1.1874897098048136,0,0,0,0,0,0,9.100443098763792,118,3
47,5.769662199939221,1.6167032753304231,1,1,0,0,0,0,10.419905743165877,115,3
48,0.4714886159698501,0.10042131349940332,13,5,8,0,0,0,8.455922776761277,118,2
49,5.79520399166416,1.6239181952623325,13,5,8,0,0,0,8.747869756673389,118,3
50,2.5055772490684327,0.7284962029433111,0,0,0,0,0,0,8.923057435198498,112,2
51,5.133651083787377,1.5400554364632784,13,5,8,0,0,0,8.780903300416929,118,3
52,6.167258992639891,1.6261627024422156,7,6,1,0,0,1,8.588978026486258,127,3
53,6.116645780230794,1.6352476187700034,6,2,4,0,0,1,8.718027032680338,123,3
54,5.1493301487784375,1.5620563534912253,0,0,0,0,0,0,11.008425820798124,115,3
55,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
56,6.017576077980877,1.5818655914501984,11,7,4,2,1,2,11.061200019966385,70,3
57,5.001297376072825,1.5736521744636607,0,0,0,0,0,0,10.61415230468082,115,3
58,4.938178892990784,1.1078469769932238,0,0,0,0,0,0,7.916774384600177,131,3
59,7.542152003566278,1.393138883466253,0,0,0,0,0,0,8.64381274024645,115,3
60,2.5055772490684327,0.7284962029433111,0,0,0,0,0,0,8.923057435198498,112,2
61,1.7402198103353967,0.31618395359650664,0,0,0,1,0,5,11.243782996938975,112,2
62,6.2992467546358935,1.674350653253237,8,8,0,0,0,0,8.74177232788241,120,3
63,4.947505337540706,1.5708251089246192,0,0,0,0,0,0,10.038022031896547,115,3
64,4.9665157734468615,1.4982420291211231,13,5,8,0,0,0,8.796356643032306,118,3
65,5.133651083787377,1.5400554364632784,13,5,8,0,0,0,8.780903300416929,118,3
66,8.218070806605498,1.5725205783366445,13,5,8,0,0,0,8.709527840330185,145,4
67,2.5055772490684327,0.7284962029433111,0,0,0,0,0,0,8.923057435198498,112,2
68,5.038981878120912,1.5189549588060185,13,5,8,0,0,0,8.788722233848949,118,3
69,0.4714886159698501,0.10042131349940332,13,5,8,0,0,0,8.455922776761277,118,2
70,2.5055772490684327,0.7284962029433111,0,0,0,0,0,0,8.923057435198498,112,2
71,2.5055772490684327,0.7284962029433111,0,0,0,0,0,0,8.923057435198498,112,2
72,0,0,0,0,0,0,0,0,9.854751987279084,70,1
73,4.885653923049507,1.4596520691584287,13,5,8,0,0,0,8.811377773943157,118,3
74,0.4714886159698501,0.10042131349940332,13,5,8,0,0,0,8.455922776761277,118,2
75,2.5055772490684327,0.7284962029433111,0,0,0,0,0,0,8.923057435198498,112,2
76,0,0,0,0,0,1,0,5,17.548297434206894,14,1
77,6.180651615450701,1.9762707417212213,13,5,8,0,0,0,9.302269501157523,118,3
78,2.7822348970372266,0.7776132371763701,0,0,0,0,0,0,9.16515303045349,115,2
79,5.267754170507876,1.6772574093404846,0,0,0,0,0,0,8.820425997540145,130,3
80,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
81,2.5055772490684327,0.7284962029433111,0,0,0,0,0,0,8.923057435198498,112,2
82,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
83,2.825076112137414,0.7475887791211274,0,0,0,0,0,0,10.291584280348047,88,2
84,7.821229098090236,1.585232124736124,13,5,8,0,0,0,8.637639427749148,128,4
85,2.4216266041168413,0.6571960620677694,0,0,0,0,0,0,8.94756601962521,103,2
86,2.5291544906532404,0.7236562007056953,0,0,0,0,0,0,8.93982343638145,112,2
87,4.756001642073619,1.390383297063181,13,5,8,0,0,0,8.532813602685621,118,3
88,2.9634356432591074,0.812144618335657,0,0,0,0,0,0,9.14797540420092,115,2
89,0.4714886159698501,0.10042131349940332,13,5,8,0,0,0,8.455922776761277,118,2
90,5.0745553671965276,1.5642921406523882,0,0,0,0,0,0,10.935391592769749,115,3
91,5.267754170507876,1.6772574093404846,0,0,0,0,0,0,8.820425997540145,130,3
92,5.118957472322092,1.5438597566861327,11,3,8,0,0,0,8.762111460596032,118,3
93,5.133651083787377,1.5400554364632784,13,5,8,0,0,0,8.780903300416929,118,3
94,7.848959992799546,1.8706363987826449,18,6,12,0,0,0,8.754533033417534,118,4
