sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,0.1448219331818445,0.10847428707052444,0,0,0,0,0,0,15.029178025685281,90,2
1,0.3897575573399084,0.3183808076871576,0,0,0,1,0,5,11.075644113335843,84,3
2,0.6673440329702782,0.2944376363318776,0,0,0,0,0,0,14.034700798936802,61,2
3,2.22964138454809,0.6791455553901469,0,0,0,1,0,0,9.477267576632709,200,3
4,1.3491205511606033,0.4730561016405331,0,0,0,1,0,5,12.223186624023807,77,2
5,0.03539331589110811,0.019214507732320835,0,0,0,0,0,0,9.182477530944979,88,2
6,2.6433204832446644,1.105876914157491,0,0,0,0,0,0,13.122560194699497,53,2
7,0.14030393590377385,0.1061553339750941,0,0,0,0,0,0,15.06745926262444,91,2
8,0.22586954711539228,0.16843935502760685,0,0,0,1,0,5,13.452988943488602,53,2
9,0.3497864832397424,0.1787045757495848,0,0,0,0,0,0,13.338265946571406,90,2
10,0.02092265826079709,0.009819039823657477,0,0,0,0,0,2,18.539748436617746,90,2
11,0.9107495393496107,0.43122061133653355,0,0,0,0,0,0,11.381388082760223,97,3
12,0.19478344259086192,0.14960630027292524,0,0,0,1,0,5,13.36316434268352,53,2
13,2.6441773905921337,0.7090356852924072,0,0,0,0,0,0,13.686457801117664,53,2
14,0.665282847550141,0.40868127985415925,0,0,0,0,0,0,11.65783154186214,107,3
15,0.1448219331818445,0.10847428707052444,0,0,0,0,0,0,15.029178025685281,90,2
16,1.3485034569656782,0.4185837662161019,0,0,0,1,0,5,12.17771395479533,90,2
17,2.6561048060682504,1.0528401986463172,0,0,0,0,0,0,13.224726366844942,53,2
18,1.590073855798759,0.9059509330343507,0,0,0,1,0,5,9.683710908362297,182,3
19,0.14288042477193477,0.10708450334342638,0,0,0,0,0,0,13.390264603823585,85,2
20,2.1855424169226993,0.839128836004665,0,0,0,0,0,0,13.02548150334752,164,3
21,0.1448219331818445,0.10847428707052444,0,0,0,1,0,5,14.15554776949424,66,2
22,0.13328607563065953,0.0986937337003968,0,0,0,0,0,0,9.592618092419416,147,3
23,1.0371506275660352,0.5001569083899758,0,0,0,1,0,0,9.99792508775881,200,3
24,0.14425685205700878,0.10819596047312731,0,0,0,0,0,0,15.027028411513912,90,2
25,0.21573301902146913,0.13657792849024275,0,0,0,0,0,0,14.544139471174109,90,2
26,0.24091825235257794,0.15756747130521584,0,0,0,0,0,0,14.426727317198509,75,2
27,0.582896717246514,0.27231462107733434,0,0,0,0,0,0,14.068915676175733,62,2
28,0.14482161954082107,0.10847369076811963,0,0,0,1,0,5,14.116973911263894,65,2
29,0.19414397194092925,0.13583432980974897,0,0,0,0,0,0,14.777098256612774,80,2
30,0.028734457291616305,0.023359244348180052,0,0,0,0,0,0,18.02981272598125,90,2
31,0.03285627340027452,0.029103541931913945,0,0,0,0,0,0,17.84295536405913,90,2
32,2.6379006085409284,0.7548392798500929,0,0,0,0,0,0,13.691595092029011,53,2
33,0.300484744507689,0.1624795549259524,0,0,0,0,0,0,14.297307556032639,90,2
34,0.14441837048474299,0.10858659210400089,0,0,0,0,0,0,15.05437574828288,90,2
35,0.16637270888601624,0.12344796617093959,0,0,0,0,0,2,14.628923048448351,90,2
36,0.025550303290246407,0.018980383621750658,0,0,0,0,0,1,18.17789646903719,90,2
37,0.13436529939727226,0.10257282617648653,0,0,0,0,0,0,15.113548431206132,93,2
38,0.1448219331818445,0.10847428707052444,0,0,0,1,0,5,14.421462604461267,72,2
39,0.026309688767533163,0.019970954580482175,0,0,0,0,0,1,18.14725364826168,90,2
40,0.17808951258343483,0.1385885923695404,0,0,0,1,0,5,13.476038213900663,53,2
41,2.646087240611465,1.1060639375567927,0,0,0,0,0,0,13.12005504842582,53,2
42,0.539614256612368,0.28062200789535224,0,0,0,1,0,5,13.184159851093112,80,2
43,0.5270700443791998,0.3437254923985414,0,0,0,1,0,5,11.56886220459957,99,3
44,0.2111580028210057,0.1446732735486264,0,0,0,0,0,0,14.732485519510192,78,2
45,2.6643382381823657,0.9191096075118257,0,0,0,0,0,0,13.481812700066977,53,2
46,0.14482136187156608,0.10847348989173752,0,0,0,0,0,3,14.765918161131964,94,2
47,0.1902148291667188,0.12894326749702745,0,0,0,0,0,0,14.408967064551739,90,2
48,0.14482227358087607,0.10847430474820216,0,0,0,1,0,5,14.198703202450917,66,2
49,0.1448219331818445,0.10847428707052444,0,0,0,1,0,5,14.421462604461267,72,2
50,0.14284737015259247,0.10762061309728543,0,0,0,0,0,5,14.723071078228056,95,2
51,0.9670019226187174,0.2856475054957922,0,0,0,1,0,5,13.176444412467099,93,2
52,0.8634773914642768,0.5101655020214368,0,0,0,0,0,0,10.913821714286506,138,3
53,0.03812714943571547,0.03505215271087644,0,0,0,0,0,0,11.530523939310596,132,2
54,0.1594233652728828,0.11967481065421433,0,0,0,0,0,1,14.75421319772439,90,2
55,0.23164977696097874,0.15393727810712532,0,0,0,0,0,0,14.646863699309238,76,2
56,2.640632242219582,0.9207733705254072,0,0,0,0,0,0,13.474334314113605,53,2
57,0.17225822160551785,0.13347809492200619,0,0,0,0,0,0,12.136607563362679,110,3
