sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,0.31227881890266956,0.06617048866025836,0,0,0,0,0,0,10.129757029810625,121,2
1,0.11108330151831182,0.026834493672785578,0,0,0,0,0,0,10.195869115864623,127,2
2,0.18676495083577085,0.06053120269902,1,1,0,0,0,2,10.0017818417873,141,2
3,0.25197028539714705,0.056479303234809035,4,4,0,0,0,0,10.16913632524718,127,2
4,1.419339905997175,0.7620098555646527,0,0,0,0,0,0,11.673736527464374,113,2
5,0.17286050788273216,0.04221090460610132,0,0,0,0,0,0,10.5222873816279,127,2
6,0.17256385210138467,0.059921651596140664,0,0,0,1,0,5,9.712015132574628,134,2
7,0.2143268390202362,0.06530285547280132,3,3,0,0,0,0,10.1225761635478,113,2
8,0.589152299599254,0.22359671204584455,12,2,10,0,0,0,8.984415339552875,134,3
9,0.4334998153543156,0.1895357273564891,0,0,0,0,0,0,9.142652456563825,127,3
10,0.7746812412124673,0.3256747456940645,24,14,10,0,0,2,8.847891805708295,134,3
11,0.42339907686828177,0.15502781786296851,12,2,10,0,0,0,9.340197350978094,134,2
12,2.150594855808721,0.8537654846126803,1,0,1,0,0,2,10.054578289662693,134,3
13,0.5324609284340133,0.22357830111053872,12,2,10,0,0,1,9.524609868634883,134,3
14,1.4119529744727655,0.42309258867497596,14,12,2,0,0,6,8.851510092370237,144,3
15,0.42339907686828177,0.15502781786296851,12,2,10,0,0,0,9.340197350978094,134,2
16,1.5464458321922194,0.41918890908196604,16,10,6,1,0,7,8.827129549466264,130,3
17,2.393103515072585,0.7983302451421598,40,35,5,0,0,3,8.256990088468386,145,3
18,1.9014124465556916,0.7119952058458082,2,2,0,0,0,2,8.221450551778668,156,3
19,1.0863898398269565,0.39234969124228297,4,0,4,0,0,4,8.251731435760819,149,2
20,1.5070489963591442,0.5073989856160143,0,0,0,0,0,2,8.424882469158245,149,2
21,1.079976655999074,0.5964880644953101,15,5,10,0,0,0,8.380496020542825,165,3
22,2.537426806024338,0.9172305125254837,21,20,1,0,0,2,8.305830498725884,168,4
23,1.7656755129540487,0.4475532582038164,7,6,1,0,0,3,8.471283495511361,143,2
24,3.0969716159064498,0.8120990426535704,32,29,3,1,0,5,7.543840490721627,150,3
25,2.247534792927989,0.5806465661398394,31,10,21,2,1,9,8.070876633196749,117,3
26,1.0388978124137502,0.4475029548912306,0,0,0,0,0,2,8.28502197477242,149,2
27,0.48866554980410065,0.2034118742277214,19,3,16,2,1,4,7.106401208531143,116,2
28,0.7147937680608876,0.28523795069719604,10,1,9,2,1,4,7.897005570146149,116,3
29,1.9475963209250418,0.4757722331396301,25,19,6,3,1,10,8.488801308566162,117,3
30,2.393103515072585,0.7983302451421598,40,35,5,0,0,3,8.256990088468386,145,3
31,4.4560430603225,1.5875001439437464,22,13,9,2,1,4,9.669328744277424,116,3
32,1.6684131061195386,0.7039074538589776,11,2,9,2,1,4,8.849191539758902,116,3
33,0.48866554980410065,0.2034118742277214,19,3,16,2,1,4,7.106401208531143,116,2
34,1.519875777448124,0.8305629270987074,35,26,9,2,1,10,8.17172943778631,120,3
35,3.934354732105348,0.7091846854815994,14,14,0,1,0,9,7.718813947601266,157,3
36,2.393103515072585,0.7983302451421598,40,35,5,0,0,3,8.256990088468386,145,3
37,1.6202120004942502,0.5709661926975556,6,6,0,3,0,15,9.89074072586729,120,3
38,1.3052645041903879,0.44518600745106024,20,9,11,2,1,4,8.214373174265624,156,4
39,4.074049151271282,0.7971604212830002,18,18,0,1,0,9,8.28168463635342,185,4
40,0,0,0,0,0,0,0,0,10.417820341640844,114,1
41,1.8250594637800792,0.5039210822678334,49,41,8,1,0,5,7.034436382747802,139,3
42,1.7660198795381588,0.623990772814641,56,45,11,1,0,7,6.934911601592621,152,3
43,0.6229518813157671,0.23069276587353396,0,0,0,0,0,2,7.107078746515341,186,3
44,1.8566258891072676,0.8421763197333804,68,57,11,1,0,7,7.706209165368551,152,4
45,2.045481874355804,0.806585026283306,37,35,2,0,0,3,8.346375165080982,149,4
46,0.6205087567168805,0.4707629258303024,3,3,0,0,0,0,8.532609437006084,149,3
47,1.415844517988456,0.4942110680001777,8,8,0,0,0,2,7.791530589455631,152,3
48,0.8263428573991511,0.39740840693370616,37,14,23,0,0,2,8.192056371979993,149,3
49,0.814289673896184,0.5277263261814253,14,9,5,0,0,0,8.227315943826929,149,4
50,2.3775844611245893,0.8813159962167422,9,4,5,1,0,5,9.237250281842973,149,4
51,0.8263428573991511,0.39740840693370616,37,14,23,0,0,2,8.192056371979993,149,3
52,0.6205087567168805,0.4707629258303024,3,3,0,0,0,0,8.532609437006084,149,3
53,1.7900234974319502,0.8096238935859194,31,21,10,0,0,2,9.001343581442569,149,4
54,1.1038506857921575,0.6139157836798872,4,4,0,0,0,0,8.050615850748573,171,4
55,2.115463215560345,0.9322507690229419,30,19,11,0,0,2,9.13899414285705,149,4
56,2.4456842410103192,0.696913429340694,6,6,0,0,0,1,8.103053396361528,163,4
57,5.713796593796712,1.6799665719024408,1,1,0,1,0,7,10.283940542219606,149,4
58,5.134314726017047,2.140112288968698,4,2,2,0,0,5,9.03707312870735,152,4
59,1.7304224254872869,0.8204422707007929,78,70,8,1,0,5,7.797981298838438,178,5
60,1.7304224254872869,0.8204422707007929,78,70,8,1,0,5,7.797981298838438,178,5
61,1.394731118732869,0.5489584524162068,50,42,8,1,0,5,7.290112014434639,178,4
62,3.6230372957561627,0.9798828171341285,55,55,0,2,1,10,7.089600772519929,178,5
63,1.7695145099977172,0.6367440186922342,17,17,0,0,0,0,8.982722879773695,177,4
64,1.7286494272515691,0.692630745232668,78,55,23,1,0,7,7.630742145861278,178,5
65,1.8503822670307764,0.8685887769119635,62,52,10,1,0,5,7.862379153030369,179,5
66,1.641708922557123,0.6910787507010161,55,47,8,1,0,5,7.757245048453452,151,4
67,0.6966431287406418,0.5286323161768698,5,5,0,0,0,0,8.451450000764204,177,4
68,3.2961625165609396,1.5444897585766602,77,69,8,1,0,5,8.103056967578766,178,5
69,1.18859696925918,0.61035164230226,50,42,8,1,0,5,7.774353671269518,167,4
70,1.7508763749619198,0.9021708408067752,35,31,4,1,0,9,7.869432540523884,177,5
71,3.6329395219600404,0.82537415541948,39,39,0,2,1,10,7.1682934140173575,171,5
72,1.410993712491792,0.7764893976010894,107,83,24,0,0,2,7.893637737394467,177,5
73,0.6966431287406418,0.5286323161768698,5,5,0,0,0,0,8.451450000764204,177,4
74,2.0757762535860236,0.6668223315675001,40,33,7,1,0,5,7.3038857036168805,178,4
75,6.445568130948051,3.1390478490248923,16,16,0,2,0,10,9.115229248540103,179,6
76,1.0699943144813,0.595830991939504,4,4,0,0,0,1,7.554868967913411,177,4
77,1.3076386611388109,0.6368405731228126,83,59,24,1,0,2,7.9054773375959435,200,5
78,1.032850078043254,0.47659735064313086,70,46,24,0,0,2,7.375556813737171,177,4
79,1.3202885855374145,0.6407292421168934,83,59,24,1,0,2,7.905477313196228,200,5
80,1.2031324553508114,0.7235586932643977,77,67,10,2,1,2,7.814295557132777,177,5
81,1.0142759264776997,0.35866084232188744,28,5,23,2,1,2,7.3320644889312065,177,3
82,1.1215122940535704,0.6161416695355434,6,4,2,0,0,0,8.459969396563178,177,4
83,11.0693846975458,7.305898841504443,42,42,0,3,0,18,8.737846008985583,149,5
84,1.1256710751550023,0.5804667466378893,17,7,10,0,0,0,7.690131407269004,177,4
85,1.2031324553508114,0.5627804812798199,61,38,23,2,1,2,7.917146793277231,177,4
86,0.6966431287406418,0.5286323161768698,5,5,0,0,0,0,8.451450000764204,177,4
87,0.6205087567168805,0.4707629258303024,3,3,0,0,0,0,8.532609437006084,149,3
88,1.2590649252256032,0.6216681518946858,83,59,24,0,0,2,7.78161576717455,151,4
89,1.015832805210828,0.49547688573483767,36,13,23,2,1,2,7.833805036311614,197,4
90,1.1532598574084825,0.5308750388389561,103,79,24,1,0,2,7.208520228361716,200,6
91,2.445330569347732,0.8933675939162512,69,57,12,0,0,2,7.9192359413222695,177,5
92,1.5003274588793976,0.9859505572284274,142,118,24,0,0,2,7.737920792518593,186,6
93,1.027670520884166,0.6696102463273089,42,31,11,0,0,0,8.059895827213303,186,5
94,1.5003274588793976,0.9859505572284274,142,118,24,0,0,2,7.737920792518593,186,6
95,2.2155603747022132,0.8955918959683569,107,100,7,1,0,6,7.68303795759472,177,5
96,1.7232183954613334,0.9587850687766825,75,72,3,2,0,10,7.721048484286276,186,6
97,2.350750438295,0.5548861870944454,119,86,33,1,0,7,7.529560241343005,186,6
98,0.9575898013629107,0.6666696500119113,24,14,10,1,0,0,7.7564672810582955,200,5
99,1.6533761769157562,0.9022642364763495,70,63,7,0,0,1,7.8348132734900595,186,6
100,1.410993712491792,0.7825610244421003,107,83,24,0,0,2,7.888241295653714,167,5
101,1.4112509490165632,0.7742573040035987,89,66,23,3,1,7,7.710036821322222,177,5
102,1.1625822312484244,0.8377700055359772,70,46,24,0,0,0,7.842170097154857,186,6
103,1.6573623839838132,0.683889922777995,49,48,1,2,0,10,7.973541403278082,168,5
104,2.4069217013376534,0.9381703076324241,88,81,7,3,1,15,7.274950224175254,180,6
105,1.23347162306,0.8802206722676089,56,56,0,0,0,0,7.879293337095411,186,6
106,1.8648565994263315,1.0878314320795832,78,74,4,2,0,13,7.765314228812559,177,6
107,1.401087816271525,0.8071172839070213,83,59,24,1,0,2,7.751211015468338,200,6
108,1.3483986716132088,0.7756733481199926,97,73,24,0,0,2,7.617106562025691,186,5
109,1.5003274588793976,0.9859505572284274,142,118,24,0,0,2,7.737920792518593,186,6
110,1.4112509490165632,0.7742573040035987,89,66,23,3,1,7,7.710036821322222,177,5
111,1.410993712491792,0.7764893976010894,107,83,24,0,0,2,7.893637737394467,177,5
112,1.410993712491792,0.7764893976010894,107,83,24,0,0,2,7.893637737394467,177,5
113,0.9488329135661178,0.6931898125798344,7,7,0,0,0,0,8.12893765418869,186,5
114,3.3516369776395476,1.2223245718277171,102,96,6,1,0,5,7.632661158872537,186,6
115,1.0103361737801513,0.7669717843216614,58,37,21,0,0,0,8.050224147385936,186,6
116,2.540894319437315,1.0438877174438084,91,79,12,0,0,1,7.790035939097938,186,6
117,1.3483986716132088,0.7756733481199926,97,73,24,0,0,2,7.617106562025691,186,5
118,1.5005651536759677,0.975524813055128,133,109,24,0,0,2,7.786528661563905,177,6
119,2.7681843331297977,0.6424012032235493,22,16,6,1,0,6,6.718480909596007,186,4
120,1.4112509490165632,0.7742573040035987,89,66,23,3,1,7,7.710036821322222,177,5
121,1.3483986716132088,0.7756733481199926,97,73,24,0,0,2,7.617106562025691,186,5
122,2.061090878488575,0.9207356872727753,151,104,47,1,0,7,7.58384137150262,186,6
123,8.136234078253317,2.5969039239902805,51,42,9,3,1,16,7.714813821329455,175,6
124,1.6649345547163623,0.8088112685852501,8,6,2,0,0,1,7.7473251527978935,186,6
125,1.845139547848059,0.6880188542185668,8,4,4,1,0,2,7.900241120918308,200,5
126,2.061090878488575,0.9207356872727753,151,104,47,1,0,7,7.58384137150262,186,6
127,1.6649345547163623,0.8088112685852501,8,6,2,0,0,1,7.7473251527978935,186,6
128,1.367669248536673,0.640427180326576,71,47,24,1,0,5,7.605757158468255,200,6
129,1.5079174259197965,0.7628224171413894,45,29,16,0,0,0,7.9976202163333925,186,5
130,2.5127391868562308,0.9259017847345432,42,26,16,3,1,15,7.317673681949854,177,5
131,2.5127391868562308,0.9259017847345432,42,26,16,3,1,15,7.317673681949854,177,5
132,4.259741419325128,1.9829945804947768,66,53,13,4,1,20,7.942686772486633,156,6
133,1.4812901948348016,0.7890489985521726,70,58,12,4,1,14,7.2507837535276405,174,5
134,1.4812901948348016,0.7495702749669266,58,50,8,4,1,14,7.662324168178065,174,5
135,1.9887676770583227,0.8955357168178565,104,76,28,4,1,12,7.414396331220008,177,6
136,1.3080463842104477,0.6023267178372663,90,66,24,0,0,5,7.4353603255718,186,5
137,3.3403946018831427,1.2762325394563374,63,42,21,3,1,15,7.469405896607875,177,5
138,2.951383558442175,0.9687148655278623,26,24,2,1,0,8,7.54476007040646,190,6
139,1.3992333049506855,0.9209347241179084,149,125,24,0,0,2,7.752603155849312,186,6
140,1.967578308570313,0.7058165663655864,83,57,26,1,0,6,8.16039120534873,186,5
141,2.037895481658969,0.8771126685548769,141,80,61,2,0,9,7.4797247780762905,200,6
142,1.9887676770583227,0.8332402304934909,88,47,41,4,1,12,7.460231322290486,177,5
143,2.061090878488575,0.9201186876768421,151,104,47,1,0,8,7.535409890215227,186,6
144,1.8702237063431701,0.9017685874301448,170,130,40,1,0,5,7.4196226399294485,189,6
145,1.6587327915338572,0.8385716017418829,95,84,11,0,0,6,7.665653142044223,186,6
146,3.193147963306798,1.2912478057779575,35,26,9,1,0,5,7.931089414599557,186,6
147,1.5229866860015755,0.6603911197361721,7,5,2,0,0,1,8.001467376677558,186,5
148,1.5155744549491448,0.7073783044728364,138,86,52,0,0,0,7.824086965901169,186,5
149,3.2377013168026187,1.2361818337286585,20,19,1,0,0,3,7.759790936221713,186,5
150,1.8702237063431701,0.9017685874301448,170,130,40,1,0,5,7.4196226399294485,189,6
151,1.4850063288692907,0.8185104530399528,164,135,29,0,0,2,7.539009156242063,186,6
152,1.8863064014475914,0.877044071387765,161,106,55,2,0,6,7.362856591428052,200,6
153,1.0341633788224855,0.49075914883423594,123,99,24,0,0,0,7.253031420528683,186,5
154,1.6443220727797292,0.788328300614054,8,6,2,0,0,1,7.746081029608614,186,6
155,1.7270465543437168,0.6840024782957751,128,88,40,1,0,5,7.555707351131569,177,5
156,1.7157534522701265,0.7623279502182458,8,4,4,0,0,0,7.985903269636807,186,5
157,1.588605715091977,0.6805826649864506,6,4,2,0,0,5,8.259434718366414,186,6
158,2.181399322851327,0.9876051493532543,49,36,13,2,1,13,7.457523951692475,186,6
159,1.0986211320734764,0.6607087095542138,6,4,2,0,0,1,7.900026236047479,177,5
160,1.5160908525168724,0.575703871520208,117,93,24,1,0,5,7.448298043636391,186,5
161,1.5160908525168724,0.575703871520208,117,93,24,1,0,5,7.448298043636391,186,5
162,4.167413129130113,0.9112163508551819,6,6,0,1,0,7,8.756875021768986,186,5
163,1.8145289930179473,0.9052832998816095,170,116,54,1,0,5,7.401914502244004,189,6
164,1.5155744549491448,0.7073783044728364,138,86,52,0,0,0,7.824086965901169,186,5
165,1.7270465543437168,0.6840024782957751,128,88,40,1,0,5,7.555707351131569,177,5
166,1.6587327915338572,0.8242396467387288,76,67,9,0,0,2,7.7139244542151735,186,6
167,3.211287055810258,1.640600835677533,82,69,13,0,0,4,8.440097814109068,177,6
168,1.0341633788224855,0.49483141515106815,123,93,30,0,0,0,7.239657607548533,186,5
169,1.5155744549491448,0.7073783044728364,138,86,52,0,0,0,7.824086965901169,186,5
170,3.4565691895903665,1.383682790092035,20,17,3,4,1,20,7.220134588472977,179,6
171,2.9732329835280598,1.5810272188390098,62,62,0,3,1,15,7.402022705985984,186,6
172,1.5155744549491448,0.7073783044728364,138,86,52,0,0,0,7.824086965901169,186,5
173,1.6654635883304425,0.5120889011376667,143,88,55,2,1,3,7.385806505119433,187,6
174,4.002235530821887,2.3426580823492333,71,65,6,2,1,14,7.9038151463224455,186,6
175,1.5160908525168724,0.575703871520208,117,93,24,1,0,5,7.448298043636391,186,5
176,1.3729597985987538,0.6812433030010697,18,16,2,1,0,5,7.479349878601353,177,6
177,5.05754609982054,1.4157721735018376,100,81,19,2,0,10,8.575520750959383,186,6
178,2.065709712813183,0.7301478325802596,39,28,11,1,0,7,7.025284571906922,186,5
179,1.7270465543437168,0.857340467279903,162,122,40,1,0,5,7.495219735812787,177,6
180,1.4458711053166606,0.5373359410038784,4,2,2,0,0,0,8.657685658667576,186,5
181,1.8702237063431701,0.9017685874301448,170,130,40,1,0,5,7.4196226399294485,189,6
182,2.2533412093184175,0.9631128416231437,127,105,22,1,0,8,7.403944873121219,186,6
183,1.8702237063431701,0.9017685874301448,170,130,40,1,0,5,7.4196226399294485,189,6
184,1.0341633788224855,0.49075914883423594,123,99,24,0,0,0,7.253031420528683,186,5
185,0.7203912526680134,0.47606801970113516,6,6,0,0,0,0,7.397022890168701,191,5
186,1.9262575316377117,0.9215719266638646,10,6,4,0,0,1,8.437449054313502,186,5
187,1.8194494164494892,0.975269071174683,140,108,32,0,0,0,8.200295044531295,186,6
188,8.662829585104078,1.9549102108152603,6,6,0,2,0,10,9.319291305348656,196,4
189,2.392587607691203,0.5426437009032283,145,112,33,1,0,5,7.481621988186715,186,6
190,2.5127391868562308,0.9414171118463931,6,6,0,3,0,15,7.447677338006975,177,6
191,1.7270465543437168,0.6840024782957751,128,88,40,1,0,5,7.555707351131569,177,5
192,3.9588792370809953,1.1381538666365925,11,11,0,1,0,9,8.915445062149493,186,5
